EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,Salary_Capped,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,ReviewYear,RatingGap,YearWeight,X_WorkLifeBalance,X_EnvironmentSatisfaction,X_JobSatisfaction,X_RelationshipSatisfaction,X_TrainingOpportunitiesTaken,X_EngagementRate,T_JobSatisfaction,T_WorkLifeBalance,T_ManagerRating,Experience_SEM
C525-8BB9,Briggs,Pettet,Male,29,Some Travel,Technology,14,NY,Black,Bachelors,Other,Data Scientist,Divorced,70872,1,No,2013-04-10,No,9,2,7,9,Mid,70872.0,2022-03-26,5,4,3,1,0,3,5,4,2022,-1,10,3.7142857142857144,4.081632653061225,3.4081632653061225,3.4489795918367347,1.2448979591836735,3.179591836734694,-0.03571428571428569,0.24999999999999994,-2.3001725084565857e-17,3.179591836734694
C54B-DBC5,Lilyan,Martinet,Female,33,Frequent Traveller,Sales,33,CA,Mixed,Doctorate,Marketing,Sales Executive,Married,115114,1,No,2013-11-12,No,9,9,9,6,Senior,115114.0,2022-11-28,5,3,5,3,0,3,4,3,2022,-1,10,2.979591836734694,3.7755102040816326,2.857142857142857,3.6122448979591835,0.8367346938775511,2.8122448979591836,0.24999999999999994,-0.035714285714285705,-0.21428571428571422,2.8122448979591836
C560-23D6,Chiquita,Le Marchant,Non-Binary,23,Some Travel,Technology,20,CA,White,No Formal Qualifications,Computer Science,Software Engineer,Divorced,45995,1,No,2019-09-27,No,3,1,1,2,Junior,45995.0,2014-05-09,4,3,4,2,1,2,4,4,2014,0,2,2.0,4.333333333333333,3.0,3.3333333333333335,1.3333333333333333,2.8,0.0,0.0,0.9999999999999997,2.8
C579-11D1,Benjie,Grosvenor,Male,23,Some Travel,Technology,11,CA,White,Masters,Information Systems,Data Scientist,Married,22488,1,No,2020-09-04,No,2,2,2,2,Mid,22488.0,2022-08-20,5,5,4,3,1,4,5,4,2022,-1,10,4.0,5.0,5.0,4.0,1.0,3.8,0.0,0.0,0.0,3.8
C57E-6E4F,Tremain,Drakes,Male,24,No Travel,Technology,35,CA,Asian,Bachelors,Computer Science,Data Scientist,Single,32502,0,Yes,2018-02-06,Yes,1,1,1,0,Junior,32502.0,2022-03-02,3,3,3,2,0,2,3,3,2022,0,10,3.018181818181818,3.4727272727272727,3.1636363636363636,3.2363636363636363,0.7636363636363637,2.730909090909091,-0.02424242424242425,-0.1212121212121212,-0.18181818181818185,2.730909090909091
C5C2-985F,Gaspar,O' Concannon,Male,29,Some Travel,Sales,3,CA,Native American,Bachelors,Other,Sales Representative,Single,46465,0,Yes,2014-05-16,Yes,4,3,3,3,Mid,46465.0,2022-04-12,5,3,2,2,0,2,5,4,2022,-1,10,2.7818181818181817,4.0,3.9272727272727272,3.2363636363636363,1.2545454545454546,3.04,0.2848484848484849,-0.14545454545454545,2.642109379823359e-18,3.04
C62F-44EF,Valeda,Napier,Female,39,Frequent Traveller,Human Resources,25,CA,Black,Bachelors,Economics,HR Business Partner,Married,349233,1,No,2019-04-06,No,3,0,2,0,Junior,349233.0,2022-12-10,5,2,4,1,2,4,4,3,2022,-1,10,3.526315789473684,4.526315789473684,2.0,4.0,1.5263157894736843,3.1157894736842104,0.0,0.9999999999999997,-0.9999999999999997,3.1157894736842104
C661-6A1C,Joeann,Batrop,Female,25,Frequent Traveller,Technology,24,CA,Mixed,No Formal Qualifications,Business Studies,Software Engineer,Single,40314,0,No,2016-09-15,Yes,3,1,3,3,Junior,40314.0,2022-04-19,3,2,5,1,1,3,3,3,2022,0,10,4.090909090909091,3.709090909090909,3.036363636363636,3.4,0.8363636363636363,3.0145454545454546,-0.042424242424242434,0.1272727272727273,-0.096969696969697,3.0145454545454546
C6A8-4E8A,Clayton,Hinemoor,Male,29,Some Travel,Technology,8,NY,White,High School,Computer Science,Machine Learning Engineer,Married,119083,2,No,2014-04-25,No,8,3,6,4,Mid,119083.0,2022-02-21,5,4,2,3,2,3,5,5,2022,0,10,3.2666666666666666,4.311111111111111,3.6666666666666665,3.4444444444444446,1.0888888888888888,3.1555555555555554,1.4931570059950514e-17,0.2571428571428572,0.057142857142857155,3.1555555555555554
C6D7-A568,Eve,Takkos,Female,42,No Travel,Sales,10,CA,White,High School,Marketing,Sales Representative,Married,48922,1,No,2012-05-07,No,10,3,9,9,Mid,48922.0,2022-03-22,4,2,4,1,1,3,5,4,2022,-1,10,3.2884615384615383,4.230769230769231,3.173076923076923,3.1538461538461537,1.2884615384615385,3.026923076923077,0.21428571428571433,0.2023809523809525,0.08333333333333336,3.026923076923077
C6EC-FEB5,Charlena,Severwright,Female,38,Some Travel,Sales,1,CA,White,No Formal Qualifications,Economics,Sales Executive,Single,151141,0,No,2012-01-19,No,10,3,6,9,Mid,151141.0,2022-12-06,3,3,4,1,0,2,4,4,2022,0,10,3.730769230769231,4.115384615384615,3.0384615384615383,3.6346153846153846,1.3269230769230769,3.169230769230769,0.2023809523809524,-0.17857142857142866,0.08333333333333336,3.169230769230769
C6F6-CDFE,Faythe,Ephson,Female,24,Some Travel,Sales,8,CA,White,Masters,Marketing,Sales Representative,Married,50513,1,No,2018-08-04,No,4,0,4,1,Junior,50513.0,2022-06-16,5,4,2,2,0,5,3,3,2022,0,10,3.4444444444444446,5.0,3.962962962962963,2.3333333333333335,0.2962962962962963,3.0074074074074075,-0.4999999999999998,1.4999999999999998,-0.49999999999999983,3.0074074074074075
C730-6B13,Ariadne,Isakov,Female,32,Some Travel,Technology,20,IL,Pacific Islander,Masters,Computer Science,Data Scientist,Single,85884,0,No,2013-10-31,No,9,9,9,5,Senior,85884.0,2022-09-01,5,5,2,3,2,4,4,3,2022,-1,10,3.183673469387755,3.9183673469387754,3.673469387755102,3.0,0.8367346938775511,2.9224489795918367,0.17857142857142852,0.3214285714285714,0.17857142857142852,2.9224489795918367
C768-BBF8,Carine,Molfino,Female,30,Some Travel,Technology,19,CA,White,Bachelors,Computer Science,Senior Software Engineer,Divorced,125751,1,No,2021-03-11,No,1,0,1,1,Junior,125751.0,2022-12-13,2,1,2,2,0,4,5,5,2022,0,10,4.0,2.0,1.0,2.0,0.0,1.8,0.0,0.0,0.0,1.8
C77A-2348,Mortimer,Planks,Male,26,Some Travel,Technology,15,NY,White,No Formal Qualifications,Information Systems,Software Engineer,Married,45085,2,No,2017-03-17,No,5,2,4,2,Mid,45085.0,2022-07-25,4,5,5,2,0,5,5,5,2022,0,10,3.3823529411764706,3.5294117647058822,3.2941176470588234,3.1176470588235294,0.7647058823529411,2.8176470588235296,0.3000000000000001,0.8999999999999997,0.3999999999999999,2.8176470588235296
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,No Formal Qualifications,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,Senior,48835.0,2022-04-28,3,3,3,1,2,2,3,3,2022,0,10,3.0,3.981818181818182,3.1818181818181817,3.8,1.4363636363636363,3.08,0.05454545454545457,-0.13333333333333336,0.06666666666666665,3.08
C7C8-43D9,Rebecka,Leat,Female,27,Some Travel,Technology,25,NY,Asian,Masters,Information Systems,Data Scientist,Divorced,24571,3,No,2016-04-17,No,6,5,5,6,Senior,24571.0,2022-08-19,4,2,5,3,0,5,5,5,2022,0,10,3.323529411764706,3.411764705882353,2.323529411764706,3.1470588235294117,0.8529411764705882,2.611764705882353,0.5,0.4999999999999999,0.6,2.611764705882353
C8BC-3B77,Anna-diane,Allpress,Female,27,Frequent Traveller,Sales,21,NY,White,Bachelors,Economics,Sales Executive,Married,66488,1,No,2016-07-18,No,6,5,6,3,Senior,66488.0,2022-05-13,5,2,4,1,0,2,4,3,2022,-1,10,2.235294117647059,4.264705882352941,2.0,3.7058823529411766,0.2647058823529412,2.494117647058824,0.0,-0.09999999999999998,-0.29999999999999993,2.494117647058824
C8FA-B6FE,Galen,Kabos,Male,23,Some Travel,Technology,30,CA,Mixed,Masters,Information Systems,Senior Software Engineer,Single,54171,0,Yes,2019-04-18,No,3,2,3,0,Mid,54171.0,2022-02-14,4,4,5,2,3,5,4,3,2022,-1,10,5.0,3.526315789473684,3.0526315789473686,3.5789473684210527,1.5789473684210527,3.3473684210526313,1.9999999999999993,0.0,0.0,3.3473684210526313
C900-9EF9,Josiah,Sloam,Non-Binary,30,Some Travel,Sales,11,CA,White,No Formal Qualifications,Marketing,Sales Executive,Married,127014,0,No,2014-12-26,No,8,4,8,0,Mid,127014.0,2019-02-22,4,3,2,2,2,3,3,3,2019,0,7,3.6666666666666665,3.925925925925926,3.185185185185185,2.6296296296296298,1.037037037037037,2.888888888888889,-0.48571428571428577,-3.1941540250718664e-17,-0.22857142857142862,2.888888888888889
C95B-FE97,Ira,Rivelon,Male,21,Some Travel,Technology,40,CA,White,Bachelors,Business Studies,Data Scientist,Married,58274,1,No,2019-06-27,No,3,3,3,3,Mid,58274.0,2022-08-24,1,4,4,2,1,4,3,3,2022,0,10,3.0526315789473686,2.8947368421052633,3.526315789473684,4.0,1.0,2.894736842105263,0.9999999999999997,1.9999999999999993,0.0,2.894736842105263
C95C-CE06,Stillman,Castiello,Male,44,Some Travel,Sales,35,CA,Mixed,Bachelors,Marketing,Sales Representative,Married,75667,1,No,2014-10-27,No,8,6,6,3,Senior,75667.0,2022-04-04,3,1,4,2,0,4,5,5,2022,0,10,2.9555555555555557,3.3333333333333335,3.066666666666667,3.466666666666667,0.6222222222222222,2.688888888888889,-0.25714285714285706,-0.11428571428571446,0.17142857142857143,2.688888888888889
C96B-43C7,Kristo,Casaro,Male,21,Some Travel,Technology,22,NY,White,High School,Computer Science,Software Engineer,Divorced,73075,2,No,2020-12-23,No,2,1,1,1,Junior,73075.0,2022-05-18,5,2,5,3,2,4,4,4,2022,0,10,4.0,5.0,2.0,5.0,2.0,3.6,0.0,0.0,0.0,3.6
C96F-0F3B,Jessa,Glasscoo,Female,41,Some Travel,Sales,16,CA,White,No Formal Qualifications,Marketing,Sales Representative,Married,48147,1,No,2012-03-01,No,10,8,10,5,Senior,48147.0,2022-02-07,3,2,5,3,1,4,5,5,2022,0,10,3.230769230769231,3.519230769230769,2.576923076923077,4.173076923076923,1.2307692307692308,2.946153846153846,-0.05952380952380954,0.13095238095238101,0.11904761904761908,2.946153846153846
C973-E8E5,Bertie,Murrells,Male,26,Some Travel,Technology,2,CA,White,Bachelors,Computer Science,Software Engineer,Married,57722,1,Yes,2017-06-30,No,5,4,4,0,Mid,57722.0,2018-09-09,4,2,4,2,1,2,5,5,2018,0,6,2.2666666666666666,3.933333333333333,3.0,3.8,1.8666666666666667,2.9733333333333336,-2.346337633521146e-16,-0.49999999999999983,6.988925454103805e-17,2.9733333333333336
C9FF-3A25,West,Shalloo,Male,28,No Travel,Technology,17,NY,Black,High School,Information Systems,Software Engineer,Single,54324,0,Yes,2015-09-10,Yes,3,3,3,1,Mid,54324.0,2022-05-12,2,4,1,2,2,4,3,2,2022,-1,10,3.4909090909090907,3.618181818181818,3.5454545454545454,2.7818181818181817,1.6181818181818182,3.0109090909090908,0.03030303030303031,-0.0060606060606060675,0.048484848484848485,3.0109090909090908
CA1B-0302,Hestia,Pickin,Female,22,Some Travel,Human Resources,11,NY,White,Bachelors,Marketing,Recruiter,Married,26880,0,No,2020-12-10,No,2,2,2,1,Mid,26880.0,2022-12-27,3,3,2,2,0,3,5,5,2022,0,10,3.0,3.0,3.0,2.0,0.0,2.2,0.0,0.0,0.0,2.2
CA75-94D1,Avery,Larimer,Male,41,Some Travel,Technology,16,CA,Black,High School,Computer Science,Data Scientist,Married,45989,1,No,2014-06-17,No,8,4,8,4,Mid,45989.0,2022-08-15,3,4,4,3,2,3,3,3,2022,0,10,3.0444444444444443,3.2,3.3555555555555556,3.7333333333333334,1.0888888888888888,2.884444444444444,0.05714285714285714,0.11428571428571424,0.1428571428571429,2.884444444444444
CACA-0D62,Zarla,Farrans,Female,32,Some Travel,Technology,33,CA,Mixed,Bachelors,Information Systems,Data Scientist,Married,121881,2,No,2014-02-09,No,8,7,8,8,Senior,121881.0,2020-05-27,4,4,2,3,1,2,4,4,2020,0,8,3.1818181818181817,4.363636363636363,3.4242424242424243,3.242424242424242,0.6363636363636364,2.9696969696969697,-0.1428571428571429,-0.2857142857142857,-0.08571428571428572,2.9696969696969697
CAD7-01BE,Marlin,Egdell,Male,47,Some Travel,Sales,26,CA,Mixed,Masters,Marketing,Sales Executive,Divorced,244765,2,Yes,2018-07-04,No,4,2,3,1,Mid,244765.0,2022-12-15,5,3,3,1,3,2,3,3,2022,0,10,2.888888888888889,4.037037037037037,3.2962962962962963,3.925925925925926,2.111111111111111,3.251851851851852,-0.49999999999999983,-1.4999999999999991,4.886831086417666e-17,3.251851851851852
CBB3-0D7E,Archaimbaud,Hawkshaw,Male,26,Some Travel,Sales,44,CA,White,No Formal Qualifications,Technical Degree,Sales Representative,Single,40638,0,Yes,2014-01-11,Yes,2,0,0,1,Junior,40638.0,2022-01-14,3,4,3,3,0,5,3,2,2022,-1,10,3.581818181818182,3.5090909090909093,3.3636363636363638,3.9272727272727272,1.1454545454545455,3.1054545454545455,0.04242424242424241,0.12121212121212123,-0.1393939393939394,3.1054545454545455
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,Masters,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,Senior,157718.0,2022-07-29,3,4,4,3,0,2,5,4,2022,-1,10,2.8333333333333335,3.814814814814815,3.185185185185185,3.759259259259259,0.6111111111111112,2.840740740740741,-0.13333333333333336,-0.15000000000000002,-0.08333333333333336,2.840740740740741
CC1D-5D73,Tillie,Cregin,Female,40,No Travel,Sales,9,CA,White,Bachelors,Marketing,Manager,Single,254535,0,No,2020-04-25,No,2,2,2,1,Mid,254535.0,2022-11-21,3,4,4,1,2,1,3,3,2022,0,10,1.0,3.0,4.0,4.0,2.0,2.8,0.0,0.0,0.0,2.8
CC2F-670E,Blake,Louys,Male,29,Frequent Traveller,Technology,26,CA,White,Bachelors,Computer Science,Data Scientist,Single,78541,0,Yes,2013-02-23,Yes,6,5,5,2,Senior,78541.0,2022-03-02,3,3,5,1,0,4,3,2,2022,-1,10,3.5272727272727273,3.5636363636363635,2.7636363636363637,4.072727272727272,0.5454545454545454,2.8945454545454545,-0.22424242424242427,0.018181818181818184,-0.17575757575757578,2.8945454545454545
CC7A-EE97,Ryan,Gaffey,Male,31,Some Travel,Technology,10,IL,White,Bachelors,Computer Science,Senior Software Engineer,Married,168087,1,No,2014-06-24,No,8,4,7,3,Mid,168087.0,2022-11-05,4,5,2,2,0,5,3,2,2022,-1,10,3.8444444444444446,3.422222222222222,3.7111111111111112,2.8,0.8888888888888888,2.9333333333333336,0.5428571428571429,0.028571428571428564,-0.22857142857142856,2.9333333333333336
CC88-AE14,Barbi,Wilsher,Female,25,Some Travel,Technology,27,CA,Mixed,High School,Computer Science,Machine Learning Engineer,Married,84770,1,Yes,2016-12-20,No,6,0,5,0,Junior,84770.0,2022-11-19,4,2,4,3,1,5,3,2,2022,-1,10,4.0588235294117645,3.2941176470588234,3.411764705882353,2.588235294117647,0.5,2.7705882352941176,-0.5999999999999998,0.3999999999999999,-0.6,2.7705882352941176
CC8A-0B1F,Letta,Van der Kruys,Female,28,Some Travel,Technology,23,CA,Mixed,High School,Business Studies,Data Scientist,Married,65328,1,No,2014-06-27,Yes,5,4,4,0,Mid,65328.0,2022-02-28,3,4,3,2,1,3,5,5,2022,0,10,3.1272727272727274,3.7454545454545456,3.672727272727273,3.3454545454545452,0.6363636363636364,2.9054545454545457,-0.0181818181818182,0.08484848484848484,-0.024242424242424208,2.9054545454545457
CCAB-4B80,Monty,Demead,Male,44,Some Travel,Technology,29,CA,White,Bachelors,Information Systems,Analytics Manager,Divorced,304520,3,Yes,2014-03-20,No,8,2,2,4,Mid,304520.0,2022-07-16,3,4,5,2,2,4,3,3,2022,0,10,3.3333333333333335,3.311111111111111,4.066666666666666,3.4,0.8888888888888888,3.0,0.17142857142857146,-1.269488258396169e-17,-0.37142857142857144,3.0
CCE7-36ED,Dwain,Nias,Male,36,Some Travel,Technology,11,NY,Asian,Bachelors,Computer Science,Machine Learning Engineer,Married,236739,2,No,2018-06-26,No,4,3,4,3,Mid,236739.0,2022-03-21,4,3,2,3,1,3,3,3,2022,0,10,2.925925925925926,4.0,3.0,2.5925925925925926,1.2962962962962963,2.762962962962963,0.0,-0.9999999999999996,-4.886831086417666e-17,2.762962962962963
CD0F-DE05,Prudence,Cockrell,Female,28,No Travel,Technology,43,CA,White,Bachelors,Computer Science,Software Engineer,Single,50175,0,No,2013-07-18,No,9,9,9,3,Senior,50175.0,2022-10-19,2,3,2,1,0,4,4,3,2022,-1,10,3.2448979591836733,3.2857142857142856,3.2857142857142856,2.836734693877551,1.3673469387755102,2.804081632653061,-5.829308101167357e-17,-0.07142857142857137,0.10714285714285711,2.804081632653061
CD7F-377F,Kendricks,Tribe,Male,25,Frequent Traveller,Sales,25,CA,Black,Bachelors,Marketing,Sales Executive,Married,46283,1,No,2016-08-24,No,6,5,6,1,Senior,46283.0,2022-09-19,4,2,2,2,1,2,3,2,2022,-1,10,3.6470588235294117,3.735294117647059,2.9705882352941178,2.735294117647059,1.1764705882352942,2.8529411764705883,-0.19999999999999996,-0.7,0.19999999999999993,2.8529411764705883
CDAC-40FE,Gwenora,Fourcade,Female,22,Some Travel,Technology,41,CA,Black,Doctorate,Information Systems,Machine Learning Engineer,Single,75810,0,No,2018-12-24,No,4,2,4,3,Mid,75810.0,2022-01-12,4,4,3,1,1,3,5,4,2022,-1,10,3.0,3.526315789473684,2.5789473684210527,2.0526315789473686,1.0,2.431578947368421,2.9999999999999996,0.0,0.0,2.431578947368421
CDC1-C7CA,Jobyna,Keeler,Female,25,Frequent Traveller,Sales,6,CA,Mixed,Bachelors,Marketing,Sales Executive,Married,102569,0,No,2015-09-12,No,7,1,2,5,Junior,102569.0,2022-08-17,3,3,5,2,3,3,4,3,2022,-1,10,3.4,3.55,3.35,3.1,0.925,2.8649999999999998,-0.20000000000000004,-3.574873224334839e-17,-0.09999999999999999,2.8649999999999998
CDFB-6A08,Huey,Paoletti,Male,26,Some Travel,Technology,8,NY,Black,Masters,Other,Software Engineer,Single,22918,0,Yes,2016-05-01,Yes,0,0,0,0,Junior,22918.0,2022-04-12,5,3,5,1,1,2,3,3,2022,0,10,3.3454545454545452,4.545454545454546,3.909090909090909,4.054545454545455,0.9636363636363636,3.363636363636364,-0.060606060606060615,-0.10303030303030306,-0.036363636363636376,3.363636363636364
CE90-763C,Carly,Mushawe,Female,27,Frequent Traveller,Technology,40,CA,Black,Bachelors,Information Systems,Data Scientist,Married,31672,1,No,2015-08-02,No,7,1,3,6,Junior,31672.0,2022-08-02,3,3,4,1,0,3,3,2,2022,-1,10,2.8,3.7,3.65,3.325,0.95,2.8850000000000002,0.20000000000000007,4.5765876856059633e-17,-0.39999999999999997,2.8850000000000002
CECC-60FF,Elissa,Seide,Female,27,Some Travel,Technology,16,CA,White,No Formal Qualifications,Information Systems,Software Engineer,Single,54379,0,No,2016-10-04,No,6,1,2,2,Junior,54379.0,2022-09-18,5,4,3,1,1,3,3,3,2022,0,10,3.1470588235294117,4.0588235294117645,2.764705882352941,2.8823529411764706,0.5588235294117647,2.6823529411764704,0.1,-0.6999999999999997,0.0,2.6823529411764704
CED0-8D31,Dulci,Berthot,Female,36,Some Travel,Technology,43,CA,Black,Bachelors,Computer Science,Analytics Manager,Single,454993,0,No,2014-06-24,No,8,3,4,0,Mid,454993.0,2022-02-20,3,3,3,1,1,3,4,4,2022,0,10,2.888888888888889,4.222222222222222,3.7777777777777777,3.422222222222222,0.8,3.0222222222222226,0.28571428571428575,0.14285714285714288,0.31428571428571433,3.0222222222222226
CEE0-94C3,Olvan,Pilgram,Male,42,Some Travel,Sales,12,CA,White,No Formal Qualifications,Technical Degree,Sales Representative,Married,70535,1,No,2013-09-29,No,9,3,8,5,Mid,70535.0,2022-10-24,2,1,1,3,3,1,4,3,2022,-1,10,3.061224489795918,3.4693877551020407,3.0,3.2653061224489797,1.3061224489795917,2.820408163265306,-0.49999999999999983,-0.14285714285714282,-0.28571428571428564,2.820408163265306
CEE1-DA0F,Fayth,Sowden,Female,23,Some Travel,Technology,23,CA,White,Bachelors,Computer Science,Software Engineer,Single,40438,0,Yes,2018-11-20,No,4,0,0,2,Junior,40438.0,2017-01-19,4,3,4,3,0,2,4,3,2017,-1,5,2.0,4.444444444444445,3.888888888888889,3.111111111111111,0.0,2.688888888888889,-1.9999999999999993,0.0,0.0,2.688888888888889
CF2F-8CA3,Lindy,Rawstorne,Male,45,Some Travel,Sales,20,CA,White,High School,Marketing,Sales Executive,Married,76693,1,No,2012-02-06,No,10,2,9,10,Mid,76693.0,2022-04-13,4,5,2,3,1,5,5,4,2022,-1,10,3.5576923076923075,3.9423076923076925,3.730769230769231,2.8846153846153846,1.1346153846153846,3.05,0.4404761904761907,0.07142857142857142,-0.07142857142857154,3.05
CF5D-0E32,Fairfax,Leyre,Male,21,Frequent Traveller,Technology,36,CA,Native American,Bachelors,Computer Science,Software Engineer,Divorced,22462,1,Yes,2019-01-24,No,3,2,2,3,Mid,22462.0,2022-07-04,5,4,4,3,1,5,4,3,2022,-1,10,4.526315789473684,5.0,3.0526315789473686,4.0,0.5263157894736842,3.421052631578948,1.9999999999999993,0.9999999999999997,-0.9999999999999997,3.421052631578948
CF8D-7379,Tim,Spinley,Prefer Not To Say,43,Some Travel,Technology,14,NY,White,Masters,Information Systems,Engineering Manager,Married,365504,3,Yes,2013-11-04,No,9,6,7,8,Senior,365504.0,2022-12-10,3,5,5,2,1,3,4,4,2022,0,10,3.5510204081632653,3.938775510204082,4.489795918367347,3.7755102040816326,0.8367346938775511,3.3183673469387758,0.10714285714285714,-0.28571428571428564,0.14285714285714282,3.3183673469387758
CFE3-312D,Jess,Hoyte,Male,21,Frequent Traveller,Sales,36,IL,White,Masters,Other,Sales Executive,Single,46452,0,Yes,2020-11-08,Yes,1,1,1,0,Junior,46452.0,2022-03-10,3,2,2,1,3,3,5,4,2022,-1,10,3.2962962962962963,3.5555555555555554,3.111111111111111,3.425925925925926,1.0555555555555556,2.8888888888888884,0.1,-0.23333333333333334,0.16666666666666669,2.8888888888888884
D014-7DB2,Dolli,Dodgson,Female,20,Some Travel,Sales,16,NY,White,Bachelors,Marketing,Sales Representative,Single,35754,0,No,2020-08-24,Yes,0,0,0,0,Junior,35754.0,2022-09-07,2,2,1,3,1,3,3,2,2022,-1,10,2.8333333333333335,3.6296296296296298,3.3518518518518516,2.6666666666666665,0.9444444444444444,2.685185185185185,-0.08333333333333334,-0.15000000000000002,-0.08333333333333333,2.685185185185185
D045-B6CA,Petrina,Inkpin,Female,26,Some Travel,Technology,34,CA,Black,Masters,Information Systems,Software Engineer,Married,71198,0,No,2017-11-07,Yes,5,0,0,1,Junior,71198.0,2022-01-12,3,4,3,3,1,2,4,4,2022,0,10,3.6363636363636362,3.5090909090909093,3.5272727272727273,3.3454545454545452,1.0363636363636364,3.0109090909090908,-0.04848484848484849,-0.1757575757575758,0.15757575757575762,3.0109090909090908
D061-5CAD,Bengt,Smythin,Male,22,No Travel,Technology,25,CA,White,Masters,Business Studies,Software Engineer,Single,31386,0,No,2019-05-13,No,3,2,2,1,Mid,31386.0,2022-11-15,3,3,2,3,1,3,3,2,2022,-1,10,2.0526315789473686,2.0526315789473686,2.0526315789473686,1.5263157894736843,1.9473684210526316,1.9263157894736842,1.9999999999999993,1.9999999999999993,-0.9999999999999997,1.9263157894736842
D077-169C,Gustavo,Chatel,Male,46,Some Travel,Sales,20,CA,Black,High School,Technical Degree,Sales Executive,Married,150731,2,No,2012-03-06,No,10,8,9,3,Senior,150731.0,2022-03-16,5,3,5,1,1,3,5,5,2022,0,10,3.6538461538461537,3.980769230769231,3.173076923076923,3.4615384615384617,1.1538461538461537,3.0846153846153848,-0.09523809523809527,0.19047619047619052,-0.130952380952381,3.0846153846153848
D106-E487,Dori,Bevens,Female,40,Some Travel,Sales,2,NY,White,Masters,Technical Degree,Sales Executive,Married,204005,1,No,2014-06-10,No,8,7,7,3,Senior,204005.0,2022-01-08,4,4,3,3,0,4,5,5,2022,0,10,3.466666666666667,2.888888888888889,2.8666666666666667,2.6222222222222222,0.5777777777777777,2.4844444444444447,0.08571428571428569,-0.0857142857142857,0.5142857142857142,2.4844444444444447
D186-CBF5,Ibby,Witcomb,Female,19,Some Travel,Sales,21,NY,White,Bachelors,Marketing,Sales Representative,Single,33454,0,Yes,2022-05-19,Yes,0,0,0,0,Junior,33454.0,2022-08-24,3,1,1,2,1,3,5,4,2022,-1,10,3.4444444444444446,3.7037037037037037,2.9814814814814814,3.740740740740741,1.0,2.974074074074074,-0.3166666666666667,-0.20000000000000004,0.05,2.974074074074074
D18F-8C48,Feliza,Jeschner,Female,27,No Travel,Technology,8,IL,Asian,No Formal Qualifications,Information Systems,Engineering Manager,Divorced,152322,1,No,2016-04-17,No,6,0,5,4,Junior,152322.0,2022-10-26,3,5,4,3,1,2,4,3,2022,-1,10,2.3529411764705883,3.6176470588235294,3.9705882352941178,3.588235294117647,1.0,2.9058823529411764,-0.19999999999999984,-0.9999999999999998,-0.8999999999999999,2.9058823529411764
D199-1896,Lin,Dibbs,Female,42,Some Travel,Sales,39,CA,White,Bachelors,Economics,Sales Executive,Married,206277,2,No,2012-05-02,No,10,6,10,1,Senior,206277.0,2022-10-25,3,2,3,1,2,5,3,3,2022,0,10,3.9038461538461537,2.826923076923077,3.576923076923077,3.923076923076923,1.4615384615384615,3.138461538461539,-0.21428571428571436,0.34523809523809545,-0.16666666666666674,3.138461538461539
D1C6-25BE,Shadow,O'Curneen,Male,19,Some Travel,Technology,26,CA,White,Bachelors,Information Systems,Software Engineer,Single,43961,1,No,2021-02-19,No,1,0,1,1,Junior,43961.0,2022-12-12,3,2,4,1,0,2,4,4,2022,0,10,2.0,3.0,2.0,4.0,0.0,2.2,0.0,0.0,0.0,2.2
D245-5D80,Bank,MacEveley,Male,26,Some Travel,Technology,10,CA,White,Masters,Information Systems,Senior Software Engineer,Divorced,148080,1,Yes,2015-05-03,No,7,7,7,1,Senior,148080.0,2022-11-02,2,2,4,1,2,4,4,4,2022,0,10,3.2,3.85,2.925,3.675,1.15,2.9600000000000004,-0.3,-4.5765876856059633e-17,0.19999999999999998,2.9600000000000004
D24B-5AC8,Horatio,Chaffen,Male,24,Some Travel,Technology,45,CA,Mixed,Masters,Information Systems,Data Scientist,Married,38022,0,No,2017-07-14,No,5,5,5,1,Senior,38022.0,2015-04-23,3,3,3,1,0,5,3,3,2015,0,3,3.8333333333333335,3.5,2.6666666666666665,3.8333333333333335,0.16666666666666666,2.8,4.886831086417666e-17,0.5000000000000001,-0.49999999999999983,2.8
D29C-A21F,Ebenezer,Bontein,Male,25,Frequent Traveller,Technology,23,CA,Black,Bachelors,Information Systems,Software Engineer,Married,22525,1,No,2017-08-31,No,5,3,4,5,Mid,22525.0,2022-09-14,1,1,1,2,0,2,5,4,2022,-1,10,3.5555555555555554,3.185185185185185,2.5925925925925926,3.2222222222222223,1.2962962962962963,2.7703703703703697,-0.9999999999999998,-1.4999999999999998,0.9999999999999996,2.7703703703703697
